# Airline ICAO-to-telephony map, derived from OpenFlights airlines.dat.
# Source: https://openflights.org/data.html
# License: ODbL 1.0 (see LICENSE-OPENFLIGHTS.txt in this directory)
# Columns: icao<TAB>callsign<TAB>name<TAB>country
# Regenerate: python tools/refresh-airlines.py
ELV	AEREOS SELVA	Transportes Aereos Nacionales De Selva Tans	Peru
ELW	YELLOW WINGS	Yellow Wings Air Services	Kenya
ELX	ELAN	Elan Express	United States
ELY	ELAL	El Al Israel Airlines	Israel
EMB	EMBRAER	Empresa Brasileira De Aeronautica	Brazil
EMD	EAGLEMED	Eaglemed (Ballard Aviation)	United States
EME	EMAIR	Eastern Metro Express	United States
EMI	BLUE SHUTTLE	Premium Air Shuttle	Nigeria
EMN	AGENCY	Examiner Training Agency	United Kingdom
EMP	EMPIRE	Empire Air Service	United States
EMR	ZENMOUR	Zenmour Airlines	Mauritania
EMS	SERVIEMPRESARIAL	Aero Servicios Empresariales	Mexico
EMT	EMETEBE	Emetebe	Ecuador
EMX	EUROMANX	Euromanx Airways	Austria
ENA	ENA	Direccion General de Aviacion Civil y Telecomunicasciones	Spain
ENC	ENDECOTS	Endecots	Ecuador
END	ARRENDADORA	Arrendoora y Transportadora Aerea	Mexico
ENI	ENIMEX	Enimex	Estonia
ENJ	ENERJET AIR	Enerjet	Canada
ENK	ENKOR	Enkor JSC	Russia]]
ENS	ENTERGY SHUTTLE	Entergy Services	United States
ENT	DATENT	DAT Enterprise Limited	United Kingdom
ENV	ENDEAVOUR	Victoria Aviation	United Kingdom
ENW	AERONOR	Aeronaves Del Noroeste	Spain
ENY	ENVOY	Envoy Air	United States
ENZ	ENZO	Jota Aviation	United Kingdom
EOA	LOMBARDA	Elilombarda	Italy
EOL	EOLE	Airailes	France
EOM	AERO ERMES	Aero Ermes	Mexico
EOS	ELIOSSOLA	Eliossola	Italy
EPA	DONGHAI AIR	Shenzhen Donghai Airlines	China
EPB	EAST PAC	Eastern Pacific Aviation	Canada
EPC	ESPACE	Espace Aviation Services	Democratic Republic of the Congo
EPE	AEROEMPRESARIAL	Aero Empresarial	Mexico
EPL	EMPRESARIALES	Aero Transportes Empresariales	Mexico
EPS	EPPS AIR	Epps Air Service	United States
EQC	ECUA-CARGO	Ecuatorial Cargo	Equatorial Guinea
EQL	EQUATORIAL	Air S	Air S
EQZ	ZAMBIA CARGO	Equatair Air Services (Zambia)	Zambia
ERC	ESSO	Esso Resources Canada	Canada
ERE	AIR ERIE	Erie Airways	United States
ERF	ERFOTO	Erfoto	Portugal
ERG	AVIANERGO	Avianergo	Russia
ERH	ERAH	Era Helicopters	United States
ERI	ASERGIO	Aero Servicios Regiomontanos	Mexico
ERJ	JET ITALIA	Eurojet Italia	Italy
ERK	AEROSEC	Aerosec	Chile
ERM	EOMAAN	Aeromaan	Mexico
ERO	ECHO ROMEO	Sun D'Or	Israel
ERR	ERAH	Era Alaska	United States
ERT	ERITREAN	Eritrean Airlines	Eritrea
ERV	YEREVAN-AVIA	Yerevan-Avia	Armenia
ERX	EARTH AIR	Earth Airlines Services	Nigeria
ESB	AEROSABA	Aerosaba	Mexico
ESC	SOLAMERICA	El Sol De America	Venezuela
ESE	ENSENADA ESPECIAL	Ensenada Vuelos Especiales	Mexico
ESI	ELISERVIZI	ESI Eliservizi Italiani	Italy
ESJ	EASTERN SKYJETS	Eastern Sky Jets	United Arab Emirates
ESK	RELAX	SkyEurope	Slovakia
ESL	RADUGA	Russian Sky Airlines	Russia
ESN	EURO SUN	Euro Sun	Turkey
ESR	EASTAR	Eastar Jet	South Korea
ESS	NEW DAWN	Eos Airlines	United States
EST	CARGAINTER	Carga Express Internacional	Mexico
ESU	ALESUR	Aerolineas Ejecutivas Del Sureste	Mexico
ESX	CATFISH	Euroskylink	United Kingdom
ESZ	ESPERANZA	Aeronautica Le Esperanza	Mexico
ETA	ESTRELLAS	Estrellas Del Aire	Mexico
ETC	TRANATTICO	ATTICO	Sudan
ETD	ETIHAD	Etihad Airways	United Arab Emirates
ETE	AEROSIETE	Aero Siete	Mexico
ETH	ETHIOPIAN	Ethiopian Airlines	Ethiopia
ETL	ENTEL	Patterson Aviation Company	United States
ETM	ETRAM	Etram Air Wing	Angola
ETN	CHMINIR	Chim-Nir Aviation	Israel
ETP	TESTER	Empire Test Pilots' School	United Kingdom
ETS	EXTRANS	Flygtransporter I Nykoping	Sweden
ETV	EURO EXEC	European Executive	United Kingdom
EUG	EUROGUINEA	Euroguineana de Aviacion	Equatorial Guinea
EUJ	UNION JET	EUjet	Ireland
EUK	SNOWBIRD	Air Atlanta Europe	United Kingdom
EUP	EUROSTAR	Euroair	Greece
EUT	FIESTA	European 2000 Airlines	Malta
EUU	EUROAMERICAN	Euroamerican Air	Uruguay
EUV	EUROPESKY	EuropeSky	Germany
EUY	EUROAIRWAYS	EU Airways	Ireland
EVA	EVA	EVA Air	Taiwan
EVC	COMFORT EXPRESS	Comfort Express Virtual Charters Albany	United States
EVE	SUNBEAM	Air Evex	Germany
EVM	SCIENCE	Natural Environment Research Council	United Kingdom
EVN	EURAVIATION	Euraviation	Italy
EVR	DIANA	Aeronautical Academy of Europe	Portugal
EWA	EASTWEST	East-West Airlines	Australia
EWG	EUROWINGS	Eurowings	Germany
EWS	WORLD ENTERPRISE	Enterprise World Airways	Democratic Republic of the Congo
EWW	EMERY	Emery Worldwide Airlines	United States
EXA	CANADIAN EXECAIRE	Execair Aviation	Canada
EXB	BRAZILIAN ARMY	Brazilian Army Aviation	Brazil
EXC	ECHO EXPRESS	European Executive Express	Sweden
EXE	EXEC	Executive Flight	United States
EXF	EXIMFLIGHT	Eximflight	Mexico
EXG	EXCHANGE	Air Exchange	United States
EXH	BATMAN	G5 Executive	Germany
EXK	EXECUTIVE EAGLE	Executive Airlines	United States
EXM	EXAM	United Kingdom Civil Aviation Authority	United Kingdom
EXN	EXIN	Exin	Poland
EXP	EXPRESS AIR	Business Express Delivery	Canada
EXR	EXPERTOS ENCARGA	Expertos En Carga	Mexico
EXS	CHANNEX	Jet2.com	United Kingdom
EXT	EXECUTIVE	Night Express	Germany
EXU	SACAIR	Executive Airlines	Spain
EXV	EXPOAVIA	Expo Aviation	Sri Lanka
EXW	ECHOLINE	Executive Airlines Services	Nigeria
EXX	EXPRESS INTERNATIONAL	International Air Corporation	United States
EXY	EXPRESSWAYS	South African Express	South Africa
EXZ	TWIGA	East African Safari Air Express	Kenya
EYE	SOCKEYE	F.S. Air Service	United States
EZA	EZNIS	Eznis Airways	Mongolia
EZB	EICHENBURGER	Flugschule Eichenberger	Switzerland
EZE	EASTFLIGHT	Eastern Airways	United Kingdom
EZY	EASY	easyJet	United Kingdom
FAC	FAROECOPTER	Atlantic Helicopters	Denmark
FAD	AIR FRONTIER	Rog-Air	Canada
FAE	WILDGOOSE	Freshaer	United Kingdom
FAF	FRENCH AIR FORCE	Force Aerienne Francaise	France
FAG	FUAER	Argentine Air Force	Argentina
FAH	BLUE STRIP	Farnair Hungary	Hungary
FAJ	FIJIAIR	Air Fiji	Fiji
FAK	FACTS	Financial Airxpress	United States
FAL	FRIENDSHIP	Friendship Air Alaska	United States
FAM	FAASA	Fumigacion Aerea Andaluza	Spain
FAN	FANBIRD	AF-Air International	Angola
FAO	PANTHER	Falcon Air Express	United States
FAR	FALCAIR	Falcon Air	Slovenia
FAS	FREEDOM AIRWAYS	Freedom Airways	Cyprus
FAT	FARNER	Farnair Switzerland	Switzerland
FAU	FALCON AIRLINE	Falcon Airline	Nigeria
FAV	FAIRAVIA	Fair Aviation	South Africa
FAW	FALWELL	Falwell Aviation	United States
FAX	FAIRFAX	Midwest Air Freighters	United States
FAY	FAYBAN AIR	Fayban Air Services	Nigeria
FAZ	FLINT AIR	Flint Aviation Services	United States
FBA	FAB AIR	Fab Air	Kyrgyzstan
FBF	FINE AIR	Fine Airlines	United States
FBL	FBL	Fly Brasil	Brazil
FCA	JETSET	First Choice Airways	United Kingdom
FCB	COBALT	COBALT	Cyprus
FCC	FIRST CAMBODIA	First Cambodia Airlines	Cambodia
FCE	FLYCOLUMBIA	Flycolumbia	Spain
FCI	FAST CHECK	Air Carriers	United States
FCK	NAV CHECKER	Flight Calibration Service	Germany
FCL	FLORIDA COASTAL	Florida Coastal Airlines	United States
FCM	FINNCOMM	Flybe Finland Oy	Finland
FCN	FALCON	Falcon Air	Sweden
FCO	AEROFRISCO	Aerofrisco	Mexico
FCP	FLIGHTCORP	Flight Corporation	New Zealand
FCR	FLYING CARPET	Flying Carpet Company	Lebanon
FCS	MEXFACTS	Facts Air	Mexico
FCT	DEALER	Fly CI Limited	United Kingdom
FCV	NAVAIR	Flight Centre Victoria	Canada
FDA	AIR SANKORE	African Airlines	Mali
FDL	FARMINGDALE STATE	Farmingdale State University	United States
FDN	FLYING DOLPHIN	Flying Dolphin Airlines	United Arab Emirates
FDO	FRENCH CUSTOM	France Douanes	France
FDR	FEDAIR	Federal Air	South Africa
FDS	FLYDOC	African Medical and Research Foundation	Kenya
FDX	FEDEX	Federal Express	United States
FEC	FALCON EXPRESS	Denver Express	United States
FED	FEDERALES	Lineas Aereas Federales	Argentina
FEE	FLY EURO	Fly Europa Limited	United Kingdom
FEI	ARCTIC EAGLE	Eagle Air Iceland	Iceland
FEO	FERINCO	Aeroferinco	Mexico
FER	FERIA	Feria Aviacion	Spain
FES	AERO ALFE	Aero Taxis Y Servicios Alfe	Mexico
FEX	FLIGHTEXEC	Flightexec	Canada
FFA	AVIALESOOKHRANA	Avialesookhrana	Russia
FFB	FOXTROT FOXTROT	Africair Service	Senegal
FFC	FAIROAKS	Fairoaks Flight Centre	United Kingdom
FFD	FIRST FLIGHT	Stuttgarter Flugdienst	Germany
FFF	INTER FREEDOM	Freedom Air Services	Nigeria
FFG	WITCHCRAFT	Flugdienst Fehlhaber	Germany
FFH	PEACE AIR	Shalom Air Services	Nigeria
FFI	INFINIT	Infinit Air	Spain
FFM	FIREFLY	Firefly	Malaysia
FFP	FLYING FISH	Fischer Air Polska	Poland
FFR	FISCHER	Fischer Air	Czech Republic
FFS	FORESTRY	Florida Department of Agriculture	United States
FFT	FRONTIER FLIGHT	Frontier Airlines	United States
FFU	FERRANTI	GEC Marconi Avionics	United Kingdom
FFV	SWIFT TANGO	Fly540	Kenya
FFY	FUN FLYING	Fun Flying Thai Air Service	Thailand
FGA	GEORGIA FED	Georgian Aviation Federation	Georgia
FGC	FORESTALES	Departmento De Agricultura De La Generalitat De Cataluna	Spain
FGL	APPLEWOOD	Futura Gael	Ireland
FGN	FRANCE GENDARME	Gendarmie Nationale	France
FGP	FLYING CENTER	Flying-Research Aerogeophysical Center	Russia
FGS	ELITELLINA	Elitellina	Italy
FGT	FREIAERO	Aero Freight	Mexico
FHE	FLYHELLO	Hello	Switzerland
FHI	FLYHIRELAND	FlyHigh Airlines Ireland (FH)	Ireland
FHL	FINDON	Fast Helicopters	United Kingdom
FHS	HELISCOT	Forth and Clyde Helicopter Services	United Kingdom
FHY	FREE BIRD	Free Bird Airlines	Turkey
FIA	ISLANDAIR	Four Island Air	Antigua and Barbuda
FIC	AEROSAFIN	Aerosafin	Mexico
FIF	AIR FINLAND	Air Finland	Finland
FII	FLIGHT CHECKER	Aerodata Flight Inspection	Germany
FIL	FLYLINE	Fly Line	Spain
FIN	FINNAIR	Finnair	Finland
FIR	FIRSTLINE AIR	First Line Air	Sierra Leone
FIV	FIVE STAR	Citationshares	United States
FIX	AIRFIX	Airfix Aviation	Finland
FJC	FALCONJET	Falcon Jet Centre	United Kingdom
FJE	ENVOY	Silverjet	United Kingdom
FJI	PACIFIC	Air Pacific	Fiji
FJM	GREENHEART	Fly Jamaica Airways	Jamaica
FJS	FLORIDAJET	Florida Jet Service	United States
FKA	SKIPPY	Flying kangaroo Airline	Australia
FKI	KIEL AIR	FLM Aviation Mohrdieck	Germany
FKL	KELNER	Kelner Airways	Canada
FKS	FOCUS	Focus Air	United States
FLA	PALM	Midway Express	United States
FLB	FLB	German Air Force - FLB	Germany
FLC	FLIGHT CHECK	FINFO Flight Inspection Aircraft	United States
FLE	FLAIR	Flair Airlines	Canada
FLF	FRIEND AIR	Friendship Airlines	Uganda
FLG	FLAGSHIP	Pinnacle Airlines	United States
FLH	MILE HIGH	Sky Bus	United States
FLI	FAROELINE	Atlantic Airways	Faroe Islands
FLK	FLYLINK	Flylink Express	Spain
FLL	FEDERAL AIRLINES	Federal Airlines	Sweden
FLM	FLY WORLD	Fly Air	Turkey
FLN	ILIAS	Flamingo Air-Line	Kazakhstan
FLO	FLYCOM	Flycom	Slovenia
FLP	AEROCLUB FLAPS	Aeroclub Flaps	Spain
FLR	FLEETAIR	Fleetair	South Africa
FLS	FAIRLINE	Fairlines	Netherlands
FLT	FLIGHTLINE	Flightline	United Kingdom
FLU	YELLOW FLYER	Flugschule Basel	Switzerland
FLW	QUICKFLOW	FLowair Aviation	France
FLX	FLIGHT EXPRESS	Flight Express	United States
FLY	FLYBIRD	Fly Me Sweden	Sweden
FLZ	AIR FLORIDA	Air Florida	United States
FMC	CLAESSENS	Claessens International Limited	United Kingdom
FMG	HUSKY	FMG Verkehrsfliegerschule Flughafen Paderborn-Lippstadt	Germany
FMR	FLAMINGO AIR	Flamingo Air	United States
FMS	HADI	Hadison Aviation	United States
FMY	FRENCH ARMY	Aviation Legere De L'Armee De Terre	France
FNA	NORLAND	Norlandair	Iceland
FNC	FINALAIR CONGO	Finalair Congo	Republic of the Congo
FNF	FINNFORCE	Finnish Air Force	Finland
FNG	FINNGUARD	Frontier Guard	Finland
FNK	AURIKA	Feniks Airline	Kazakhstan
FNL	FINN FLIGHT	Oulun Tilauslento	Finland
FNO	RIAZOR	Aeroflota Del Noroeste	Spain
FNT	FLIGHT INTERNATIONAL	L-3 Communications Flight Internation Aviation	United States
FNV	TRANSAVIASERVICE	Transaviaservice	Georgia
FNX	AERO FENIX	Aero Fenix	France
FNY	FRENCH NAVY	France Marine Nationale	France
FOB	FORDAIR	Ford Motor Company	United Kingdom
FOC	FOCA	Office Federal De'Aviation Civile	Switzerland
FOM	FREE AIR	Freedom Air	New Zealand
FOR	FORMULA	Formula One Management	United Kingdom
FPG	TAG AVIATION	TAG Aviation	Switzerland
FPO	FRENCH POST	Europe Airpost	France
FPS	FLIGHTPASS	Flightpass Limited	United Kingdom
FPT	FLYPORTUGAL	FlyPortugal	Portugal
FPY	AFRICOMPANY	African Company Airlines	Democratic Republic of the Congo
FQR	CHEAPFLYING	CheapFlyingInternational	France
FRA	RUSHTON	FR Aviation	United Kingdom
FRC	FRANCHE COMPTE	Icare Franche Compte	France
FRD	FORD	Ford Motor Company	United States
FRE	FREEDOM	Freedom Air	United States
FRG	FREIGHT RUNNERS	Freight Runners Express	United States
FRJ	AFRIJET	Afrijet Airlines	Nigeria
FRK	AFRIFAST	Afrika Aviation Handlers	Kenya
FRL	FREEDOM AIR	Freedom Airlines	United States
FRM	FEDARM	Federal Armored Service	United States
FRN	FARNED	Farnair Netherlands	Netherlands
FRQ	CHARTER AFRIQUE	Afrique Chart'air	Cameroon
FRR	FRESH AIR	Fresh Air	Nigeria
FRW	FARWEST	Farwest Airlines	United States
FSA	FOSTER-AIR	Foster Aviation	United States
FSB	SEABIRD	FSB Flugservice & Development	Germany
FSC	FOUR STAR	Four Star Aviation / Four Star Cargo	United States
FSD	FLUGSERVICE	EFS-Flugservice	Germany
FSH	FLASH	Flash Airlines	Egypt
FSL	FLIGHTSAFETY	Flight Safety Limited	United Kingdom
FSR	FLIGHTSTAR	Flightstar Corporation	United States
FST	FAST TRACK	Aereos Limited	United Kingdom
FSW	FASO	Faso Airways	Burkina Faso
FSX	FLAG	Flagship Express Services	United States
FTA	FRONTIER-AIR	Frontier Flying Service	United States
FTC	AFFAIRES TCHAD	Air Affaires Tchad	Chad
FTE	FOTOGRAFIA	Fotografia F3	Spain
FTM	FLYTEAM	Flyteam Aviation	United Kingdom
FTP	FOOTPRINT	Keystone Aerial Surveys	United States
FTR	FINISTAIR	Finist'air	France
FTS	FIRST SABRE	First Sabre	Mexico
FTY	FLY TYROL	ABC Bedarsflug	Austria
FUA	FUTURA	Futura International Airways	Spain
FUJ	FUJAIRAH	Fujairah Aviation Centre	United Arab Emirates
FUN	FUNTSHI	Funtshi Aviation Service	Democratic Republic of the Congo
FVA	AIR VIRGINIA	Cardinal/Air Virginia	United States
FVG	NICO	VG Airlines (IV)	Belgium
FVM	ELEGANT	Flugfelag Vestmannaeyja	Iceland
FVS	FALCON AVIATION	Falcon Aviation Services	United Arab Emirates
FWA	FREEWAYAIR	Interstate Airline	Netherlands
FWC	FREEWAY	Freeway Air	Netherlands
FWD	FAIR WIND	Fair Wind Air Charter	United Arab Emirates
FWI	FRENCH WEST	Air Caraïbes	France
FWL	FLO WEST	Florida West International Airways	United States
FWY	FAIRWAYS	Fairways Corporation	United States
FXA	EFFEX	Express Air	United States
FXC	AIR FUTURE	Fortunair Canada	Canada
FXF	FOX FLIGHT	VIP Air Charter	United States
FXI	FAXI	Air Iceland	Iceland
FXL	FLY EXCELLENT	Fly Excellent	Sweden
FXR	WILDFOX	Foxair	Italy
FXY	FLEXY	Flexair	Netherlands
FYA	FLYANT	Servicios Aereos Integrales / Flyant	Spain
FYE	FLYME	Easy Link Aviation Services	Nigeria
FYG	FLYING GROUP	Flying Service	Belgium
FYH	FLY HIGH	Flyhy Cargo Airlines	Thailand
FYJ	FAST JET	FLYJET	Poland
FYN	FLYNN	Comfort Air	Germany
FYS	AMERICAN FLYERS	American Flyers	United States
FZW	FRESH EXPRESS	Fly Africa Zimbabwe	Zimbabwe
GAA	BIZEX	Business Express	United States
GAB	GENDALL	Gendall Air	Canada
GAD	SOUTHCOAST	South Coast Aviation	United Kingdom
GAE	GRAND EXPRESS	Grand Aire Express	United States
GAF	GERMAN AIR FORCE	German Air Force	Germany
GAG	GLOBAL AIRGROUP	Global Air Operations	Comoros
GAH	GAMHELICO	Ga-Ma Helicoptere	France
GAI	GROMOV AIRLINE	Moskovia Airlines	Russia
GAK	AVIAGROUP	Global Aviation and Services Group	Libya
GAL	GALAXY	Galaxy Air	Kyrgyzstan
GAM	GERMAN ARMY	German Army	Germany
GAN	GANAIR	Gander Aviation	Canada
GAO	GOLDEN	Golden Air	Sweden
GAP	ORIENT PACIFIC	Air Philippines	Philippines
GAQ	GOLFAIR	Golfe Air Quebec	Canada
GAS	GALENA AIR SERVICE	Galena Air Service	United States
GAT	GULF TRANS	Gulf Air Inc	United States
GAU	AEROGAUCHO	Aerogaucho	Uruguay
GAV	GRANAVI	Granada Aviacion	Spain
GAX	GRAND AIRE	Full Express	United States
GBA	GULF BAHRAIN	Gulf Air Bahrain	Bahrain
GBB	GLOBE	Global Aviation Operations	South Africa
GBE	GABEX	Gabon Express	Gabon
GBJ	GLOBAL JET	Aero Business Charter	Germany
GBK	GABON AIRLINES	Gabon Airlines	Gabon
GBL	GEEBEE AIRWAYS	GB Airways	United Kingdom
GBN	ATLANTIC GABON	Atlantic Airlines	Gabon
GBR	GREENBRIER AIR	Rader Aviation	United States
GBS	GLOBAL SERVE	Global Air Services Nigeria	Nigeria
GBT	GOLD BELT	Gold Belt Air Transport	Canada
GBX	ISLAND TIGER	GB Airlink	United States
GCB	LINACONGO	Lignes Nationales Aeriennes - Linacongo	Republic of the Congo
GCC	GECAS	GECAS	Ireland
GCF	AEROCARTO	Aeronor	Spain
GCK	AEROGEM	Aerogem Cargo	Ghana
GCN	GULF CENTRAL	Gulf Central Airlines	United States
GCO	GEMINI	Gemini Air Cargo	United States
GCS	GALION	GCS Air Service	United States
GDA	AIR PARTNER	GoldAir	United Kingdom
GDB	BELGIAN GENERMERIE	Gendarmerie Belge	Belgium
GDC	GRAND CHINA	Grand China Air	China
GDD	GOLDEN AIRLINES	Golden Airlines	United States
GDE	GADEL	Servicios Aereos Gadel	Mexico
GDG	GOLDEN GATE	S.P. Aviation	United States
GDH	RISING SUN	Guneydogu Havacilik Isletmesi	Turkey
GDK	GOLDECK FLUG	Goldeck-Flug	Austria
GDR	GADAIR	Gadair European Airlines	Spain
GEA	GEASA	Guinea Ecuatorial Airlines	Equatorial Guinea
GEC	LUFTHANSA CARGO	Lufthansa Cargo	Germany
GED	LANGUEDOC	Europe Air Lines	France
GEE	GEESAIR	Geesair	Canada
GEN	GENSA-BRASIL	GENSA	Brazil
GES	GESTAIR	Gestair	Spain
GET	GETRA	GETRA	Equatorial Guinea
GFA	GULF AIR	Gulf Air	Oman
GFC	GAIL FORCE	Gail Force Express	United States
GFD	KITE	Gesekkschaft Fur Flugzieldarstellung	Germany
GFF	GRIFFIN AIR	Griffin Aviation	Cyprus
GFG	NATIONAL	Georgian National Airlines	Georgia
GFI	CARIB STAR	Caribbean Star Airlines	Antigua and Barbuda
GFN	GRIFFON	The 955 Preservation Group	United Kingdom
GFO	AEROVIAS GOLFO	Aerovias del Golfo	Mexico
GFS	GULFSTAR	Gulfstream Airlines	United States
GFT	GULF FLIGHT	Gulfstream International Airlines	United States
GGA	JAWJA	First Flying Squadron	United States
GGC	LONG-HAUL	Cargo 360	United States
GGF	GEORGIAN AFRICA	Georgian Cargo Airlines Africa	Senegal
GGL	GIRA GLOBO	Aeronautica	Angola
GGN	GEORGIAN	Air Georgian	Canada
GGS	GATSA	GATSA	Mexico
GGV	GREGG AIR	Houston Jet Services	Austria
GGZ	GLOBAL GEORGIAN	Global Georgian Airways	Georgia
GHA	GHANA	Ghana Airways	Ghana
GHB	GHANA AIRLINES	Ghana International Airlines	Ghana
GHL	HANDLING	Aviance	United Kingdom
GHN	AIR GHANA	Air Ghana	Ghana
GHP	GRASSHOPPER EX	Colvin Aviation	United States
GHS	GATARI	Gatari Hutama Air Services	Indonesia
GHV	GROUND HANDLING	Ground Handling Service de Mexico	Mexico
GHY	GERMAN SKY	German Sky Airlines	Germany
GIA	INDONESIA	Garuda Indonesia	Indonesia
GIB	GRAVIA	GR-Avia	Guinea
GIC	CEBEGE	Compagnie de Bauxites de Guinee	Guinea
GIF	GUINEE AIRLINES	Guinee Airlines	Guinea
GIG	GACELA AIR	Gacela Air Cargo	Mexico
GIH	TRANSPORT AFRICAIN	Union des Transports Africains de Guinee	Guinea
GIJ	GUINEA AIRWAYS	Guinea Airways	Guinea
GIK	SEBA	Seba Airlines	Guinea
GIL	AFRICAN TRANSPORT	African International Transport	Guinea
GIP	FUTURE EXPRESS	Air Guinee Express	Guinea
GIQ	GUIPAR	Guinee Paramount Airlines	Guinea
GIY	PROBIZ	Probiz Guinee	Guinea
GIZ	AFRILENS	Africa Airlines	Guinea
GJB	SKY TRUCK	Trans-Air-Link	United States
GJS	GATEWAY	GoJet Airlines	United States
GJT	BANJET	Gestion Aerea Ajecutiva	Spain
GKA	GOLDEN KNIGHTS	US Army Parachute Team	United States
GLA	LAKES AIR	Great Lakes Airlines	United States
GLB	GLO-AIR	Air Castle Corporation / Global Airways	United States
GLD	GOLDEN STAR	Golden Star Air Cargo	Sudan
GLE	GOLIAF AIR	Goliaf Air	Sao Tome and Principe
GLF	GULFSTREAM TEST	Gulfstream Aerospace	United States
GLG	AEROGAL	Aerolineas Galapagos (Aerogal)	Ecuador
GLJ	GLOBAL AUSTRIA	Global Jet Austria	Austria
GLL	TWINS	Air Gemini	Angola
GLO	GOL TRANSPORTE	Gol Transportes Aéreos	Brazil
GLQ	QUILADA	El Quilada International Aviation	Sudan
GLR	GLACIER	Central Mountain Air	Canada
GLS	GALS	Galaircervis	Ukraine
GLT	GASLIGHT	Aero Charter	United States
GLU	LAKES CARGO	Great Lakes Airways (Uganda)	Uganda
GMA	GAMA	Gama Aviation	United Kingdom
GMC	GENERAL MOTORS	General Motors	United States
GME	MAYAN EAGLES	Aguilas Mayas Internacional	Guatemala
GMG	GEE-EM HELICOPTERS	GM Helicopters	Latvia
GMH	HUGHES EXPRESS	Hughes Aircraft Company	United States
GMI	GERMANIA	Germania	Germany
GMJ	GAMISA	Gamisa Aviacion	Spain
GML	GEEANDEL	G & L Aviation	South Africa
GMM	AEROGUAMUCHIL	Aerotaxis Guamuchil	Mexico
GMR	GOLDEN MYANMAR	Golden Myanmar Airlines	Burma
GMS	SERVICIOS GAMA	Aeroservicios Gama	Mexico
GMT	GRUPOMONTERREY	Grupoaereo Monterrey	Mexico
GNA	SERVIGANA	Servicios Aereos Gana	Mexico
GNC	GUINEA CARGO	Guinea Cargo	Equatorial Guinea
GND	GRAND VEGAS	Grand Airways	United States
GNF	GANDALF	Gandalf Airlines	Italy
GNJ	HERCULES JET	Gain Jet Aviation	Greece
GNL	GENERAL	135 Airways	United States
GNN	GEO-LINE	Georgian International Airlines	Georgia
GNR	GAMBIA INTERNATIONAL	Gambia International Airlines	Gambia
GNS	GENESIS	Eastern Executive Air Charter	United Kingdom
GNT	GINTA	Amber Air	Lithuania
GNY	GERMAN NAVY	German Navy	Germany
GNZ	GONZO	General Aviation	Poland
GOA	ALBERTA	Alberta Government	Canada
GOB	PILGRIM	Dash Aviation	United Kingdom
GOE	GO FLIGHT	Go Fly (United Kingdom)	United Kingdom
GOF	GOF-AIR	Gof-Air	Mexico
GOI	SWISS HAWK	Gofir	Switzerland
GOJ	GOJET	EuroJet Aviation	United Kingdom
GOL	CARGOLAAR	Cardolaar	Namibia
GOM	GOMEL	Gomel Airlines	Belarus
GOR	GORLITSA	Gorlitsa Airlines	Ukraine
GOT	GOTHIC	Walter I Linkoping	Sweden
GOW	GOAIR	Go Air	India
GPA	GOLDEN PAC	Golden Pacific Airlines	United States
GPC	AIR GULFPEARL	Gulf Pearl Air Lines	Libya
GPD	GOODSPEED	Tradewind Aviation	United States
GPE	REGIONAL EXPRESS	GP Express Airlines	United States
GPL	GERMAN POLAR	DLR	Germany
GPM	GRUPOMED	Grup Air-Med	Spain
GPR	GPM AEROSERVICIO	GPM Aeroservicio	Mexico
GRA	GREAT AMERICAN	Great American Airways	United States
GRD	GRID	National Grid	United Kingdom
GRE	GREECE AIRWAYS	Air Scotland	Greece
GRG	AIR GEORGIA	Air Georgia	Georgia
GRL	GREENLAND	Air Greenland	Denmark
GRN	GRANDE	Rio Grande Air	United States
GRO	ALLEGRO	Allegro	Mexico
GRP	GREAT PLAINS	Great Plains Airlines	United States
GRR	AGROAR	Agroar - Trabalhos Aereos	Portugal
GRS	GOLDEN RULE	Golden Rule Airlines	Kyrgyzstan
GRV	NIGHT RIDER	Vernicos Aviation	Greece
GRX	GRODNO	Aircompany Grodno	Belarus
GRY	GRAY RIDER	New York State Police	United States
GRZ	COM FLIGHT	Government of Zambia Communications Flight	Zambia
GSA	GARDEN STATE	Garden State Airlines	United States
GSJ	GROSSJET	Grossmann Jet Service	Czech Republic
GSK	GLOBAL SKY	Global Sky Aircharter	United States
GSL	SURVEY-CANADA	Geographic Air Surveys	Canada
GSM	GLOBESPAN	Flyglobespan	United Kingdom
GSP	GREEN SPEED	Airlift Alaska	United States
GSS	JET LIFT	Global Supply Systems	United Kingdom
GSV	AGRAV	Agrocentr-Avia	Kazakhstan
GSY	GUARD AIR	Guard Systems	Norway
GTA	CITY AIR	City Airways	Thailand
GTC	GOLDEN WINGS	Altin Havayolu Tasimaciligi Turizm Ve Ticaret	Turkey
GTH	GOTHAM	General Aviation Flying Services	United States
GTI	GIANT	Atlas Air	United States
GTP	GRUPOTAMPICO	Aerotaxi Grupo Tampico	Mexico
GTR	STAR GESTAR	Gestar	Chile
GTV	GAVIOTA	Empresa de Aviacion Aerogaviota	Cuba
GTX	BIG-DEE	GTA Air	United States
GUA	AGUASCALIENTES	Aerotaxis de Aguascalientes	Mexico
GUF	GULF AFRICAN	Gulf African Airlines - Gambia
GUG	AVIATECA	Aviateca	Guatemala
GUI	MOONEXPRESS	Aguilar Connect	Chile
